AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.26.0.4. Set the 'ServerName' directive globally to suppress this message
[Sun Jan 21 22:21:55.352165 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   8. WP_Hook->apply_filters() /var/www/html/wp-includes/class-wp-hook.php:348, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352174 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   9. rest_api_loaded() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352183 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  10. WP_REST_Server->serve_request() /var/www/html/wp-includes/rest-api.php:424, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352192 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  11. WP_REST_Server->dispatch() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:431, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352233 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  12. WP_REST_Server->respond_to_request() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1041, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352312 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  13. Automattic\\WooCommerce\\Admin\\API\\Options->get_item_permissions_check() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1160, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352342 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  14. Automattic\\WooCommerce\\Admin\\API\\Options->user_has_permission() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:79, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352355 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  15. Automattic\\WooCommerce\\Admin\\API\\Options->get_option_permissions() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:104, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352365 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  16. apply_filters_deprecated() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:149, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352374 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  17. _deprecated_hook() /var/www/html/wp-includes/plugin.php:717, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352383 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  18. wp_trigger_error() /var/www/html/wp-includes/functions.php:5894, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.352391 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  19. trigger_error() /var/www/html/wp-includes/functions.php:6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362326 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP Deprecated:  Hook woocommerce_rest_api_option_permissions is deprecated since version 6.3.0 with no alternative available. in /var/www/html/wp-includes/functions.php on line 6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362473 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP Stack trace:, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362534 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   1. {main}() /var/www/html/index.php:0, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362554 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   2. require() /var/www/html/index.php:17, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362570 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   3. wp() /var/www/html/wp-blog-header.php:16, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362586 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   4. WP->main() /var/www/html/wp-includes/functions.php:1336, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362602 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   5. WP->parse_request() /var/www/html/wp-includes/class-wp.php:813, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362620 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   6. do_action_ref_array() /var/www/html/wp-includes/class-wp.php:418, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362636 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   7. WP_Hook->do_action() /var/www/html/wp-includes/plugin.php:565, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362658 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   8. WP_Hook->apply_filters() /var/www/html/wp-includes/class-wp-hook.php:348, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362763 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP   9. rest_api_loaded() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362779 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  10. WP_REST_Server->serve_request() /var/www/html/wp-includes/rest-api.php:424, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362799 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  11. apply_filters() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:454, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362819 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  12. WP_Hook->apply_filters() /var/www/html/wp-includes/plugin.php:205, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362833 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  13. rest_send_allow_header() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362844 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  14. Automattic\\WooCommerce\\Admin\\API\\Options->get_item_permissions_check() /var/www/html/wp-includes/rest-api.php:839, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362858 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  15. Automattic\\WooCommerce\\Admin\\API\\Options->user_has_permission() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:79, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362874 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  16. Automattic\\WooCommerce\\Admin\\API\\Options->get_option_permissions() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:104, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362885 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  17. apply_filters_deprecated() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:149, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362895 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  18. _deprecated_hook() /var/www/html/wp-includes/plugin.php:717, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362906 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  19. wp_trigger_error() /var/www/html/wp-includes/functions.php:5894, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:55.362917 2024] [php7:notice] [pid 313] [client 172.26.0.1:36602] PHP  20. trigger_error() /var/www/html/wp-includes/functions.php:6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089375 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Deprecated:  Hook woocommerce_rest_api_option_permissions is deprecated since version 6.3.0 with no alternative available. in /var/www/html/wp-includes/functions.php on line 6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089484 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Stack trace:, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089504 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   1. {main}() /var/www/html/index.php:0, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089532 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   2. require() /var/www/html/index.php:17, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089541 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   3. wp() /var/www/html/wp-blog-header.php:16, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089549 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   4. WP->main() /var/www/html/wp-includes/functions.php:1336, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089556 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   5. WP->parse_request() /var/www/html/wp-includes/class-wp.php:813, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089561 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   6. do_action_ref_array() /var/www/html/wp-includes/class-wp.php:418, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089568 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   7. WP_Hook->do_action() /var/www/html/wp-includes/plugin.php:565, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089574 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   8. WP_Hook->apply_filters() /var/www/html/wp-includes/class-wp-hook.php:348, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089579 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   9. rest_api_loaded() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089585 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  10. WP_REST_Server->serve_request() /var/www/html/wp-includes/rest-api.php:424, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089591 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  11. WP_REST_Server->dispatch() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:431, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089597 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  12. WP_REST_Server->respond_to_request() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1041, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089603 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  13. Automattic\\WooCommerce\\Admin\\API\\Options->get_item_permissions_check() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1160, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089610 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  14. Automattic\\WooCommerce\\Admin\\API\\Options->user_has_permission() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:79, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089616 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  15. Automattic\\WooCommerce\\Admin\\API\\Options->get_option_permissions() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:104, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089623 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  16. apply_filters_deprecated() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:149, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089632 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  17. _deprecated_hook() /var/www/html/wp-includes/plugin.php:717, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089637 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  18. wp_trigger_error() /var/www/html/wp-includes/functions.php:5894, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.089643 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  19. trigger_error() /var/www/html/wp-includes/functions.php:6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090082 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Deprecated:  Hook woocommerce_rest_api_option_permissions is deprecated since version 6.3.0 with no alternative available. in /var/www/html/wp-includes/functions.php on line 6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090133 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Stack trace:, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090152 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   1. {main}() /var/www/html/index.php:0, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090162 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   2. require() /var/www/html/index.php:17, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090170 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   3. wp() /var/www/html/wp-blog-header.php:16, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090178 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   4. WP->main() /var/www/html/wp-includes/functions.php:1336, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090204 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   5. WP->parse_request() /var/www/html/wp-includes/class-wp.php:813, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090212 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   6. do_action_ref_array() /var/www/html/wp-includes/class-wp.php:418, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090221 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   7. WP_Hook->do_action() /var/www/html/wp-includes/plugin.php:565, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090228 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   8. WP_Hook->apply_filters() /var/www/html/wp-includes/class-wp-hook.php:348, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090235 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   9. rest_api_loaded() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090242 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  10. WP_REST_Server->serve_request() /var/www/html/wp-includes/rest-api.php:424, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090252 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  11. WP_REST_Server->dispatch() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:431, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090275 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  12. WP_REST_Server->respond_to_request() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1041, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090285 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  13. Automattic\\WooCommerce\\Admin\\API\\Options->get_item_permissions_check() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:1160, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090294 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  14. Automattic\\WooCommerce\\Admin\\API\\Options->user_has_permission() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:79, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090301 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  15. Automattic\\WooCommerce\\Admin\\API\\Options->get_option_permissions() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:104, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090309 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  16. apply_filters_deprecated() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:149, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090316 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  17. _deprecated_hook() /var/www/html/wp-includes/plugin.php:717, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090323 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  18. wp_trigger_error() /var/www/html/wp-includes/functions.php:5894, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.090333 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  19. trigger_error() /var/www/html/wp-includes/functions.php:6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099818 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Deprecated:  Hook woocommerce_rest_api_option_permissions is deprecated since version 6.3.0 with no alternative available. in /var/www/html/wp-includes/functions.php on line 6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099877 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP Stack trace:, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099891 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   1. {main}() /var/www/html/index.php:0, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099898 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   2. require() /var/www/html/index.php:17, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099904 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   3. wp() /var/www/html/wp-blog-header.php:16, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099910 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   4. WP->main() /var/www/html/wp-includes/functions.php:1336, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099916 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   5. WP->parse_request() /var/www/html/wp-includes/class-wp.php:813, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099922 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   6. do_action_ref_array() /var/www/html/wp-includes/class-wp.php:418, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099936 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   7. WP_Hook->do_action() /var/www/html/wp-includes/plugin.php:565, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099942 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   8. WP_Hook->apply_filters() /var/www/html/wp-includes/class-wp-hook.php:348, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099947 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP   9. rest_api_loaded() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099953 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  10. WP_REST_Server->serve_request() /var/www/html/wp-includes/rest-api.php:424, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099958 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  11. apply_filters() /var/www/html/wp-includes/rest-api/class-wp-rest-server.php:454, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099964 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  12. WP_Hook->apply_filters() /var/www/html/wp-includes/plugin.php:205, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099969 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  13. rest_send_allow_header() /var/www/html/wp-includes/class-wp-hook.php:324, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099975 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  14. Automattic\\WooCommerce\\Admin\\API\\Options->get_item_permissions_check() /var/www/html/wp-includes/rest-api.php:839, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099981 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  15. Automattic\\WooCommerce\\Admin\\API\\Options->user_has_permission() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:79, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099987 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  16. Automattic\\WooCommerce\\Admin\\API\\Options->get_option_permissions() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:104, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099992 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  17. apply_filters_deprecated() /var/www/html/wp-content/plugins/woocommerce/src/Admin/API/Options.php:149, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.099997 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  18. _deprecated_hook() /var/www/html/wp-includes/plugin.php:717, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.100003 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  19. wp_trigger_error() /var/www/html/wp-includes/functions.php:5894, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
[Sun Jan 21 22:21:56.100008 2024] [php7:notice] [pid 301] [client 172.26.0.1:36554] PHP  20. trigger_error() /var/www/html/wp-includes/functions.php:6031, referer: http://localhost:8082/wp-admin/admin.php?page=wc-admin&path=%2Fpayments%2Fconnect
